Time,BTC number of daily transactions on the chain,Price
2016-08-18,247855,574.31762695
2016-08-19,242679,575.62994385
2016-08-20,221443,581.69702148
2016-08-21,186556,581.3079834
2016-08-22,220831,586.75280762
2016-08-23,231231,583.41522217
2016-08-24,235605,580.18170166
2016-08-25,234898,577.76068115
2016-08-26,230044,579.65093994
2016-08-27,200816,569.94677734
2016-08-28,178208,573.91186523
2016-08-29,216708,574.10675049
2016-08-30,241273,577.503479
2016-08-31,227736,575.472229
2016-09-01,235491,572.3034668
2016-09-02,233542,575.53662109
2016-09-03,188296,598.21160889
2016-09-04,186658,608.63354492
2016-09-05,209713,606.59008789
2016-09-06,231558,610.43572998
2016-09-07,248839,614.54418945
2016-09-08,235374,626.31561279
2016-09-09,221383,622.86132813
2016-09-10,203548,623.50897217
2016-09-11,180282,606.71893311
2016-09-12,198078,608.24291992
2016-09-13,235928,609.2411499
2016-09-14,226906,610.68389893
2016-09-15,232348,607.15533447
2016-09-16,228604,606.9730835
2016-09-17,215114,605.98400879
2016-09-18,185409,609.87353516
2016-09-19,220144,609.22735596
2016-09-20,238549,608.31225586
2016-09-21,239751,597.14941406
2016-09-22,231770,596.2979126
2016-09-23,217340,602.84216309
2016-09-24,221406,602.62548828
2016-09-25,199493,600.82617188
2016-09-26,213267,608.04296875
2016-09-27,237364,606.16595459
2016-09-28,241490,604.72790527
2016-09-29,244722,605.69299316
2016-09-30,245191,609.73461914
2016-10-01,229826,613.98260498
2016-10-02,201573,610.89196777
2016-10-03,234369,612.13330078
2016-10-04,250981,610.20385742
2016-10-05,264266,612.5111084
2016-10-06,281899,613.02062988
2016-10-07,269585,617.12084961
2016-10-08,259651,619.10760498
2016-10-09,217098,616.75183105
2016-10-10,210835,618.99401855
2016-10-11,267452,641.0715332
2016-10-12,232835,636.19219971
2016-10-13,231680,636.7855835
2016-10-14,230782,640.37786865
2016-10-15,232151,638.64642334
2016-10-16,194049,641.63092041
2016-10-17,213000,639.19299316
2016-10-18,256078,637.95953369
2016-10-19,250598,630.52032471
2016-10-20,219535,630.85668945
2016-10-21,270369,632.82763672
2016-10-22,240496,657.29370117
2016-10-23,190574,657.07110596
2016-10-24,225135,653.76068115
2016-10-25,255834,657.58831787
2016-10-26,206142,678.3036499
2016-10-27,283628,688.31329346
2016-10-28,271358,689.65118408
2016-10-29,237274,714.47875977
2016-10-30,214615,701.86376953
2016-10-31,227728,700.97241211
2016-11-01,248172,729.79266357
2016-11-02,256772,740.82867432
2016-11-03,273871,688.70037842
2016-11-04,247392,703.23510742
2016-11-05,240270,703.41772461
2016-11-06,246588,711.52160645
2016-11-07,249046,703.13128662
2016-11-08,290514,709.84790039
2016-11-09,276668,723.27349854
2016-11-10,270932,715.53369141
2016-11-11,265707,716.41137695
2016-11-12,237450,705.05426025
2016-11-13,219906,702.03082275
2016-11-14,249180,705.02148438
2016-11-15,279516,711.16656494
2016-11-16,292982,744.19750977
2016-11-17,284707,740.97698975
2016-11-18,265696,751.58514404
2016-11-19,270447,751.61639404
2016-11-20,236619,731.02618408
2016-11-21,268546,739.24761963
2016-11-22,279143,751.34680176
2016-11-23,303132,744.59448242
2016-11-24,294538,740.28942871
2016-11-25,332579,741.64892578
2016-11-26,286124,735.38220215
2016-11-27,249840,732.034729
2016-11-28,268667,735.81268311
2016-11-29,304272,735.60437012
2016-11-30,277323,745.6907959
2016-12-01,304754,756.77429199
2016-12-02,255352,777.94378662
2016-12-03,305301,771.15533447
2016-12-04,249791,773.87231445
2016-12-05,292732,758.70037842
2016-12-06,279054,764.22442627
2016-12-07,303637,768.13220215
2016-12-08,300126,770.80957031
2016-12-09,277634,772.79431152
2016-12-10,244469,774.64971924
2016-12-11,249688,769.73083496
2016-12-12,235327,780.0871582
2016-12-13,286681,780.55560303
2016-12-14,302427,781.48095703
2016-12-15,281743,778.08758545
2016-12-16,287644,784.90661621
2016-12-17,237587,790.82891846
2016-12-18,242429,790.53027344
2016-12-19,253782,792.7144165
2016-12-20,316797,800.8762207
2016-12-21,305930,834.28137207
2016-12-22,323250,864.54046631
2016-12-23,296907,921.98419189
2016-12-24,267546,898.82244873
2016-12-25,212205,896.18328857
2016-12-26,226260,907.61047363
2016-12-27,280380,933.19818115
2016-12-28,300529,975.92144775
2016-12-29,303335,973.49743652
2016-12-30,301424,961.23809814
2016-12-31,274061,963.74310303
2017-01-01,193118,998.32543945
2017-01-02,243317,1021.75299072
2017-01-03,300032,1043.83911133
2017-01-04,321007,1154.72814941
2017-01-05,317636,1013.37927246
2017-01-06,314901,903.48736572
2017-01-07,298354,908.58544922
2017-01-08,271744,911.19891357
2017-01-09,264863,902.82757568
2017-01-10,309632,907.67907715
2017-01-11,311218,777.75708008
2017-01-12,294635,804.8338623
2017-01-13,284275,823.98406982
2017-01-14,256342,818.41174316
2017-01-15,227133,821.79815674
2017-01-16,250618,831.53424072
2017-01-17,275561,907.93780518
2017-01-18,309667,886.61773682
2017-01-19,308454,899.07281494
2017-01-20,293748,895.02642822
2017-01-21,278881,921.78863525
2017-01-22,238147,924.67272949
2017-01-23,259109,921.01171875
2017-01-24,232379,892.68731689
2017-01-25,300206,901.54248047
2017-01-26,323235,917.58599854
2017-01-27,285978,919.75048828
2017-01-28,258696,921.59020996
2017-01-29,218254,919.49627686
2017-01-30,268152,920.38244629
2017-01-31,290753,970.40252686
2017-02-01,322326,989.02307129
2017-02-02,321120,1011.79541016
2017-02-03,253924,1029.90783691
2017-02-04,343880,1042.90136719
2017-02-05,269828,1027.34020996
2017-02-06,248125,1038.14550781
2017-02-07,254807,1061.34973145
2017-02-08,357449,1063.06994629
2017-02-09,330196,994.38256836
2017-02-10,300680,988.67437744
2017-02-11,276781,1004.45013428
2017-02-12,242707,999.18066406
2017-02-13,282354,990.64208984
2017-02-14,310201,1004.5489502
2017-02-15,286132,1007.47674561
2017-02-16,303596,1027.44470215
2017-02-17,301972,1046.20800781
2017-02-18,310179,1054.41748047
2017-02-19,248129,1047.8704834
2017-02-20,267049,1079.98486328
2017-02-21,287906,1115.29602051
2017-02-22,288563,1117.44287109
2017-02-23,274647,1166.71826172
2017-02-24,364995,1173.68481445
2017-02-25,321867,1143.84265137
2017-02-26,294571,1165.20178223
2017-02-27,275996,1179.96582031
2017-02-28,331811,1179.97412109
2017-03-01,305292,1222.49987793
2017-03-02,329936,1251.00708008
2017-03-03,322376,1274.98571777
2017-03-04,312407,1255.14941406
2017-03-05,269671,1267.11999512
2017-03-06,260320,1272.83154297
2017-03-07,320819,1223.54382324
2017-03-08,323256,1149.99987793
2017-03-09,303709,1188.48913574
2017-03-10,305119,1116.71862793
2017-03-11,277119,1175.8338623
2017-03-12,247754,1221.37902832
2017-03-13,249197,1231.92260742
2017-03-14,311201,1239.99987793
2017-03-15,292476,1249.61169434
2017-03-16,298314,1187.80554199
2017-03-17,329960,1100.22802734
2017-03-18,278922,973.81756592
2017-03-19,251488,1036.73693848
2017-03-20,268923,1054.22888184
2017-03-21,287055,1120.53564453
2017-03-22,310451,1049.14355469
2017-03-23,282445,1038.59069824
2017-03-24,299869,937.51977539
2017-03-25,255610,972.7791748
2017-03-26,231584,966.72509766
2017-03-27,239151,1045.77441406
2017-03-28,286125,1047.14660645
2017-03-29,274670,1039.96618652
2017-03-30,273249,1026.43395996
2017-03-31,270771,1071.78686523
2017-04-01,268653,1080.50402832
2017-04-02,232403,1102.1739502
2017-04-03,266621,1143.8145752
2017-04-04,282960,1133.24780273
2017-04-05,290207,1124.78027344
2017-04-06,295569,1182.6817627
2017-04-07,299350,1176.89929199
2017-04-08,251124,1175.95043945
2017-04-09,237258,1187.87109375
2017-04-10,249185,1187.12646484
2017-04-11,304153,1205.00561523
2017-04-12,293043,1200.36828613
2017-04-13,275353,1169.28283691
2017-04-14,235751,1167.54150391
2017-04-15,287740,1172.51879883
2017-04-16,216493,1182.93823242
2017-04-17,232324,1193.90930176
2017-04-18,289615,1211.66955566
2017-04-19,304734,1210.29455566
2017-04-20,271828,1229.08166504
2017-04-21,316664,1222.05395508
2017-04-22,296596,1231.70715332
2017-04-23,249816,1207.20983887
2017-04-24,261457,1250.14819336
2017-04-25,250754,1265.48791504
2017-04-26,345355,1281.08117676
2017-04-27,293963,1317.7286377
2017-04-28,298861,1316.48254395
2017-04-29,348443,1321.78857422
2017-04-30,283191,1347.89331055
2017-05-01,300231,1421.60253906
2017-05-02,321251,1452.8236084
2017-05-03,309076,1490.08544922
2017-05-04,343226,1537.66906738
2017-05-05,299843,1555.44836426
2017-05-06,351027,1578.80090332
2017-05-07,308910,1596.71105957
2017-05-08,334546,1723.35180664
2017-05-09,371811,1755.36132813
2017-05-10,284704,1787.1282959
2017-05-11,338087,1848.57006836
2017-05-12,298066,1724.2376709
2017-05-13,324813,1804.90881348
2017-05-14,361774,1808.91186523
2017-05-15,335510,1738.43151855
2017-05-16,294801,1734.44665527
2017-05-17,261579,1839.08508301
2017-05-18,306818,1888.64880371
2017-05-19,288246,1987.71289063
2017-05-20,338871,2084.73022461
2017-05-21,340899,2041.19750977
2017-05-22,312856,2173.39819336
2017-05-23,372256,2320.41577148
2017-05-24,344873,2443.64208984
2017-05-25,371112,2304.97851563
2017-05-26,327234,2202.41650391
2017-05-27,306790,2038.87280273
2017-05-28,332734,2155.80053711
2017-05-29,279825,2255.60913086
2017-05-30,379758,2175.46655273
2017-05-31,319633,2286.41235352
2017-06-01,320271,2407.88305664
2017-06-02,309575,2488.54907227
2017-06-03,304766,2515.35253906
2017-06-04,251863,2511.8059082
2017-06-05,265100,2686.80761719
2017-06-06,323719,2863.19824219
2017-06-07,317496,2732.15698242
2017-06-08,311440,2805.62255859
2017-06-09,285299,2823.80566406
2017-06-10,265512,2947.71337891
2017-06-11,236025,2958.11132813
2017-06-12,260747,2659.62963867
2017-06-13,271963,2717.01953125
2017-06-14,292108,2506.37402344
2017-06-15,296750,2464.57763672
2017-06-16,294533,2518.56396484
2017-06-17,232436,2655.87744141
2017-06-18,212919,2548.29174805
2017-06-19,231574,2589.60375977
2017-06-20,304600,2721.79223633
2017-06-21,266926,2689.09570313
2017-06-22,245428,2705.40869141
2017-06-23,291743,2744.9128418
2017-06-24,238374,2608.72070313
2017-06-25,189527,2589.40844727
2017-06-26,230422,2478.44580078
2017-06-27,264468,2552.44921875
2017-06-28,258766,2574.79296875
2017-06-29,251714,2539.32080078
2017-06-30,265265,2480.84301758
2017-07-01,239743,2434.54638672
2017-07-02,201177,2506.47460938
2017-07-03,228360,2564.05712891
2017-07-04,257783,2601.63671875
2017-07-05,247914,2601.9934082
2017-07-06,227508,2608.55859375
2017-07-07,234903,2518.6628418
2017-07-08,241259,2571.33569336
2017-07-09,190650,2518.44165039
2017-07-10,228325,2372.5559082
2017-07-11,273107,2337.78515625
2017-07-12,250989,2398.8449707
2017-07-13,238152,2357.90405273
2017-07-14,237062,2233.33911133
2017-07-15,232590,1998.85876465
2017-07-16,204717,1929.82226563
2017-07-17,210956,2228.40991211
2017-07-18,260128,2318.88305664
2017-07-19,265825,2273.42797852
2017-07-20,226306,2817.60449219
2017-07-21,278559,2667.75854492
2017-07-22,228321,2810.12426758
2017-07-23,191366,2730.40136719
2017-07-24,219512,2754.86230469
2017-07-25,240253,2576.48461914
2017-07-26,236812,2529.44824219
2017-07-27,234800,2671.78369141
2017-07-28,246958,2807.02416992
2017-07-29,226896,2726.44946289
2017-07-30,175514,2757.1809082
2017-07-31,224705,2875.33837891
2017-08-01,162322,2718.26220703
2017-08-02,176340,2710.67089844
2017-08-03,213782,2804.73339844
2017-08-04,238165,2895.88549805
2017-08-05,238080,3252.90649414
2017-08-06,206464,3213.94067383
2017-08-07,232431,3378.93798828
2017-08-08,288471,3419.93847656
2017-08-09,264078,3342.47119141
2017-08-10,244302,3381.28295898
2017-08-11,275255,3650.62231445
2017-08-12,250620,3884.70629883
2017-08-13,274855,4073.26489258
2017-08-14,230912,4325.12988281
2017-08-15,342837,4181.93017578
2017-08-16,260175,4376.62841797
2017-08-17,315717,4331.69433594
2017-08-18,328429,4160.61865234
2017-08-19,296592,4193.70410156
2017-08-20,229721,4087.65576172
2017-08-21,204999,4001.74487305
2017-08-22,214560,4100.52148438
2017-08-23,285016,4151.51953125
2017-08-24,248081,4334.68457031
2017-08-25,204149,4371.60302734
2017-08-26,219853,4352.40380859
2017-08-27,257075,4382.875
2017-08-28,228865,4382.66113281
2017-08-29,258698,4579.02001953
2017-08-30,278182,4565.30371094
2017-08-31,278530,4703.39257813
2017-09-01,280860,4892.00878906
2017-09-02,253148,4578.76953125
2017-09-03,212201,4582.96191406
2017-09-04,237083,4236.30908203
2017-09-05,274357,4376.53076172
2017-09-06,273300,4597.12304688
2017-09-07,278481,4599.87792969
2017-09-08,266416,4228.74755859
2017-09-09,241789,4226.05517578
2017-09-10,199641,4122.93701172
2017-09-11,225901,4161.2734375
2017-09-12,263623,4130.81347656
2017-09-13,258527,3882.59228516
2017-09-14,241821,3154.94897461
2017-09-15,300715,3637.51611328
2017-09-16,265146,3625.0378418
2017-09-17,196452,3582.88183594
2017-09-18,196531,4065.2043457
2017-09-19,287711,3924.97460938
2017-09-20,230692,3905.94897461
2017-09-21,254501,3631.04101563
2017-09-22,236331,3630.69946289
2017-09-23,219525,3792.39770508
2017-09-24,192263,3682.84472656
2017-09-25,200301,3926.06811523
2017-09-26,247636,3892.34716797
2017-09-27,259937,4200.671875
2017-09-28,289824,4174.72753906
2017-09-29,259464,4163.07128906
2017-09-30,211499,4338.71240234
2017-10-01,226245,4403.73876953
2017-10-02,255333,4409.32470703
2017-10-03,287581,4317.47949219
2017-10-04,247108,4229.35546875
2017-10-05,265300,4328.41308594
2017-10-06,283058,4370.80566406
2017-10-07,239279,4426.89355469
2017-10-08,221474,4610.47851563
2017-10-09,280300,4772.02197266
2017-10-10,311155,4781.99462891
2017-10-11,290064,4826.47607422
2017-10-12,318182,5446.90625
2017-10-13,261119,5647.21044922
2017-10-14,336512,5831.78955078
2017-10-15,287868,5678.18603516
2017-10-16,278154,5725.59472656
2017-10-17,335097,5605.50830078
2017-10-18,331770,5590.69384766
2017-10-19,323438,5708.52148438
2017-10-20,364623,6011.45166016
2017-10-21,323482,6031.59570313
2017-10-22,280315,6008.42236328
2017-10-23,301761,5930.31835938
2017-10-24,348445,5526.63964844
2017-10-25,319081,5750.80419922
2017-10-26,311135,5904.82568359
2017-10-27,220784,5780.90332031
2017-10-28,237963,5753.09082031
2017-10-29,281691,6153.85351563
2017-10-30,309546,6130.52880859
2017-10-31,312229,6468.40429688
2017-11-01,297703,6767.31494141
2017-11-02,355161,7078.5
2017-11-03,298382,7207.76074219
2017-11-04,278230,7379.94775391
2017-11-05,284457,7407.40527344
2017-11-06,271882,7022.75683594
2017-11-07,309923,7144.37939453
2017-11-08,316030,7459.69482422
2017-11-09,324946,7143.58056641
2017-11-10,298146,6618.13964844
2017-11-11,233171,6357.60205078
2017-11-12,143807,5950.07275391
2017-11-13,306547,6559.49121094
2017-11-14,280698,6635.74853516
2017-11-15,278858,7315.54003906
2017-11-16,328180,7871.69238281
2017-11-17,328822,7708.99462891
2017-11-18,264681,7790.15234375
2017-11-19,255925,8036.4921875
2017-11-20,309020,8200.64160156
2017-11-21,369735,8071.2578125
2017-11-22,345559,8253.55273438
2017-11-23,332987,8038.7734375
2017-11-24,316708,8253.68652344
2017-11-25,340235,8790.91796875
2017-11-26,316209,9330.5546875
2017-11-27,357186,9818.34863281
2017-11-28,374437,10058.77832031
2017-11-29,401886,9888.61328125
2017-11-30,387935,10233.57910156
2017-12-01,384780,10975.578125
2017-12-02,365083,11074.56347656
2017-12-03,329494,11323.22460938
2017-12-04,374191,11657.18066406
2017-12-05,436845,11916.74511719
2017-12-06,446110,14291.52539063
2017-12-07,351477,17899.65039063
2017-12-08,392923,16569.42578125
2017-12-09,398746,15178.22265625
2017-12-10,383109,15455.44042969
2017-12-11,340177,16936.76171875
2017-12-12,373837,17415.37890625
2017-12-13,405209,16408.16796875
2017-12-14,459906,16564.01171875
2017-12-15,447760,17706.88867188
2017-12-16,357132,19497.359375
2017-12-17,412509,19140.75585938
2017-12-18,352584,19114.22070313
2017-12-19,419054,17776.66210938
2017-12-20,382108,16624.63671875
2017-12-21,340557,15802.85449219
2017-12-22,352232,13831.80957031
2017-12-23,341071,14699.17578125
2017-12-24,305934,13925.77832031
2017-12-25,230528,14026.61523438
2017-12-26,225503,16099.80175781
2017-12-27,306813,15838.47363281
2017-12-28,296872,14606.52832031
2017-12-29,333366,14656.21875
2017-12-30,358225,12952.15527344
2017-12-31,306215,14156.44140625
2018-01-01,256845,13657.23046875
2018-01-02,287743,14982.1015625
2018-01-03,370079,15200.98925781
2018-01-04,457201,15599.18066406
2018-01-05,369471,17429.51171875
2018-01-06,366360,17526.96289063
2018-01-07,350457,16477.58789063
2018-01-08,329579,15170.08398438
2018-01-09,366227,14595.42480469
2018-01-10,363834,14973.32617188
2018-01-11,332509,13405.80078125
2018-01-12,300928,13980.63378906
2018-01-13,294097,14360.15917969
2018-01-14,234729,13771.95605469
2018-01-15,260569,13819.82910156
2018-01-16,276238,11490.54980469
2018-01-17,327284,11188.62304688
2018-01-18,323338,11474.91796875
2018-01-19,252379,11607.44042969
2018-01-20,252945,12899.20703125
2018-01-21,225549,11600.13085938
2018-01-22,223131,10931.43261719
2018-01-23,299969,10868.37597656
2018-01-24,237008,11359.38378906
2018-01-25,241847,11259.43945313
2018-01-26,215453,11171.40136719
2018-01-27,201307,11440.69140625
2018-01-28,200345,11786.34570313
2018-01-29,232289,11296.40234375
2018-01-30,227009,10106.328125
2018-01-31,236974,10221.125
2018-02-01,224734,9170.54394531
2018-02-02,247057,8830.74902344
2018-02-03,214226,9174.9140625
2018-02-04,167856,8277.01367188
2018-02-05,200430,6955.27099609
2018-02-06,241070,7753.99951172
2018-02-07,219339,7621.30371094
2018-02-08,197472,8265.5859375
2018-02-09,171767,8736.98046875
2018-02-10,187962,8621.89550781
2018-02-11,150787,8129.97363281
2018-02-12,167013,8926.57128906
2018-02-13,197629,8598.30859375
2018-02-14,181583,9494.62695313
2018-02-15,192880,10166.39746094
2018-02-16,197870,10233.91796875
2018-02-17,184105,11112.65820313
2018-02-18,163133,10551.76464844
2018-02-19,170110,11225.31054688
2018-02-20,188921,11403.67578125
2018-02-21,215893,10690.40722656
2018-02-22,194996,10004.99609375
2018-02-23,182976,10301.09765625
2018-02-24,161684,9813.07226563
2018-02-25,146892,9664.73242188
2018-02-26,167210,10366.6640625
2018-02-27,215059,10725.5625
2018-02-28,217694,10397.93554688
2018-03-01,203633,10950.98632813
2018-03-02,205982,11086.43554688
2018-03-03,186319,11489.72851563
2018-03-04,155212,11512.57421875
2018-03-05,176873,11573.27929688
2018-03-06,210109,10779.85449219
2018-03-07,219544,9965.5703125
2018-03-08,201470,9395.00878906
2018-03-09,206737,9337.54785156
2018-03-10,165625,8866.00195313
2018-03-11,149186,9578.62988281
2018-03-12,179189,9205.1171875
2018-03-13,183859,9194.84960938
2018-03-14,202449,8269.80566406
2018-03-15,204096,8300.85742188
2018-03-16,190344,8338.35449219
2018-03-17,166806,7916.88085938
2018-03-18,156709,8223.68164063
2018-03-19,183388,8630.64746094
2018-03-20,189951,8913.46875
2018-03-21,202877,8929.28027344
2018-03-22,188274,8728.46777344
2018-03-23,179210,8879.61914063
2018-03-24,168515,8668.1171875
2018-03-25,140795,8495.78027344
2018-03-26,162994,8209.39550781
2018-03-27,191042,7833.04150391
2018-03-28,185636,7954.48242188
2018-03-29,186969,7165.69970703
2018-03-30,191848,6890.51953125
2018-03-31,156100,6973.53222656
2018-04-01,141753,6844.22753906
2018-04-02,154328,7083.79980469
2018-04-03,187522,7456.10742188
2018-04-04,191914,6853.84179688
2018-04-05,184378,6811.47314453
2018-04-06,175705,6636.32128906
2018-04-07,164637,6911.09472656
2018-04-08,139606,7023.5234375
2018-04-09,160313,6770.7265625
2018-04-10,185763,6834.75976563
2018-04-11,179957,6968.32373047
2018-04-12,195881,7889.24951172
2018-04-13,221242,7895.95849609
2018-04-14,190687,7986.23730469
2018-04-15,162221,8329.10742188
2018-04-16,184751,8058.67236328
2018-04-17,200241,7902.09082031
2018-04-18,203541,8163.42138672
2018-04-19,213709,8294.30859375
2018-04-20,217746,8845.83300781
2018-04-21,193768,8895.578125
2018-04-22,175217,8802.45507813
2018-04-23,209112,8930.87597656
2018-04-24,241937,9697.5
2018-04-25,220669,8845.74121094
2018-04-26,230010,9281.50683594
2018-04-27,207968,8987.0546875
2018-04-28,205596,9348.48242188
2018-04-29,190300,9419.08398438
2018-04-30,197418,9240.5546875
2018-05-01,212567,9119.01464844
2018-05-02,190249,9235.92285156
2018-05-03,226161,9743.86035156
2018-05-04,237288,9700.76367188
2018-05-05,200072,9858.15332031
2018-05-06,183394,9654.80273438
2018-05-07,182644,9373.00878906
2018-05-08,217224,9234.81640625
2018-05-09,222611,9325.17871094
2018-05-10,207188,9043.94042969
2018-05-11,195873,8441.48828125
2018-05-12,213470,8504.890625
2018-05-13,159149,8723.94335938
2018-05-14,172785,8716.78515625
2018-05-15,231729,8510.38378906
2018-05-16,217201,8368.83203125
2018-05-17,200435,8094.31738281
2018-05-18,197998,8250.97070313
2018-05-19,190316,8247.18164063
2018-05-20,157173,8513.24902344
2018-05-21,185271,8418.9921875
2018-05-22,199611,8041.77636719
2018-05-23,222613,7557.82177734
2018-05-24,214584,7587.34082031
2018-05-25,202236,7480.14160156
2018-05-26,170624,7355.87646484
2018-05-27,148950,7368.21826172
2018-05-28,175386,7135.99169922
2018-05-29,187344,7472.59472656
2018-05-30,212811,7406.51806641
2018-05-31,208732,7494.16894531
2018-06-01,209521,7541.45019531
2018-06-02,182524,7643.45214844
2018-06-03,165267,7722.52539063
2018-06-04,193050,7514.47265625
2018-06-05,212739,7633.75585938
2018-06-06,211269,7653.984375
2018-06-07,207646,7678.2421875
2018-06-08,205112,7624.91992188
2018-06-09,182666,7531.97949219
2018-06-10,167050,6786.02148438
2018-06-11,195467,6906.91699219
2018-06-12,226474,6582.35546875
2018-06-13,200312,6349.90283203
2018-06-14,232093,6675.35058594
2018-06-15,202116,6456.58496094
2018-06-16,174846,6550.16064453
2018-06-17,147474,6499.26904297
2018-06-18,167176,6734.81591797
2018-06-19,205644,6769.9375
2018-06-20,186066,6776.54638672
2018-06-21,211654,6729.74072266
2018-06-22,190839,6083.69189453
2018-06-23,187231,6162.47851563
2018-06-24,157601,6173.22753906
2018-06-25,184965,6249.18261719
2018-06-26,199949,6093.67138672
2018-06-27,183755,6157.1328125
2018-06-28,194548,5903.43994141
2018-06-29,194157,6218.29980469
2018-06-30,187583,6404.0
2018-07-01,160480,6385.81982422
2018-07-02,178106,6614.18017578
2018-07-03,224025,6529.58984375
2018-07-04,209739,6597.54980469
2018-07-05,198262,6639.14013672
2018-07-06,202664,6673.5
2018-07-07,181336,6856.93017578
2018-07-08,154276,6773.87988281
2018-07-09,190299,6741.75
2018-07-10,216037,6329.95019531
2018-07-11,198398,6394.70996094
2018-07-12,209238,6228.81005859
2018-07-13,197840,6238.04980469
2018-07-14,200062,6276.12011719
2018-07-15,155535,6359.64013672
2018-07-16,181309,6741.75
2018-07-17,232420,7321.04003906
2018-07-18,243660,7370.77978516
2018-07-19,220486,7466.85986328
2018-07-20,237749,7354.12988281
2018-07-21,200110,7419.29003906
2018-07-22,170976,7418.49023438
2018-07-23,207330,7711.10986328
2018-07-24,258379,8424.26953125
2018-07-25,249414,8181.39013672
2018-07-26,234032,7951.58007813
2018-07-27,232794,8165.00976563
2018-07-28,201092,8192.15039063
2018-07-29,171845,8218.45996094
2018-07-30,203319,8180.47509766
2018-07-31,238432,7780.44335938
2018-08-01,244658,7624.90722656
2018-08-02,239403,7567.15136719
2018-08-03,220791,7434.390625
2018-08-04,211900,7032.84863281
2018-08-05,177680,7068.48291016
2018-08-06,200026,6951.79736328
2018-08-07,224859,6753.125
2018-08-08,241568,6305.80322266
2018-08-09,209185,6568.22851563
2018-08-10,241007,6184.71191406
2018-08-11,207952,6295.73095703
2018-08-12,170202,6322.68505859
2018-08-13,196606,6297.56738281
2018-08-14,232238,6199.71289063
2018-08-15,257050,6308.52050781
2018-08-16,231547,6334.73339844
2018-08-17,240551,6580.62939453
2018-08-18,213673,6423.75830078
2018-08-19,167063,6506.06884766
2018-08-20,185917,6308.53173828
2018-08-21,225549,6488.75585938
2018-08-22,227625,6376.70654297
2018-08-23,215246,6534.87646484
2018-08-24,214731,6719.95751953
2018-08-25,219980,6763.18505859
2018-08-26,178637,6707.25683594
2018-08-27,201448,6884.63623047
2018-08-28,225396,7096.27685547
2018-08-29,254455,7047.16113281
2018-08-30,220851,6978.23291016
2018-08-31,241978,7037.58007813
2018-09-01,223228,7193.24853516
2018-09-02,194527,7272.71533203
2018-09-03,202877,7260.05566406
2018-09-04,225047,7361.66455078
2018-09-05,235615,6792.828125
2018-09-06,269436,6529.16992188
2018-09-07,219196,6467.06933594
2018-09-08,232091,6225.98242188
2018-09-09,195982,6300.86035156
2018-09-10,211488,6329.69677734
2018-09-11,224156,6321.19580078
2018-09-12,243354,6351.80078125
2018-09-13,234543,6517.30810547
2018-09-14,211661,6512.70556641
2018-09-15,231862,6543.20263672
2018-09-16,183203,6517.18359375
2018-09-17,215483,6281.19628906
2018-09-18,254883,6371.296875
2018-09-19,246411,6398.53857422
2018-09-20,245389,6519.66650391
2018-09-21,277081,6734.95263672
2018-09-22,238146,6721.98291016
2018-09-23,202190,6710.63476563
2018-09-24,222424,6595.41308594
2018-09-25,249769,6446.46972656
2018-09-26,248156,6494.99951172
2018-09-27,236953,6676.74560547
2018-09-28,251409,6644.12646484
2018-09-29,248469,6601.95556641
2018-09-30,208418,6625.55664063
2018-10-01,225094,6589.625
2018-10-02,239280,6556.09863281
2018-10-03,246063,6502.59033203
2018-10-04,253774,6576.68554688
2018-10-05,219667,6622.48486328
2018-10-06,244805,6588.30908203
2018-10-07,212888,6602.9453125
2018-10-08,243828,6652.22607422
2018-10-09,237864,6642.64453125
2018-10-10,248865,6585.53417969
2018-10-11,259455,6256.24414063
2018-10-12,240170,6274.58203125
2018-10-13,219667,6285.98828125
2018-10-14,184867,6290.92773438
2018-10-15,251404,6596.54248047
2018-10-16,254758,6596.11425781
2018-10-17,266480,6544.42822266
2018-10-18,249349,6476.70898438
2018-10-19,248316,6465.41162109
2018-10-20,251600,6489.19482422
2018-10-21,216783,6482.34814453
2018-10-22,230052,6487.15576172
2018-10-23,257727,6475.74267578
2018-10-24,256020,6495.83642578
2018-10-25,242040,6476.28857422
2018-10-26,272266,6474.74609375
2018-10-27,232952,6480.38134766
2018-10-28,231931,6486.38623047
2018-10-29,235319,6332.6328125
2018-10-30,285498,6334.26806641
2018-10-31,289326,6317.60742188
2018-11-01,289053,6377.78125
2018-11-02,270764,6388.43554688
2018-11-03,282444,6361.2578125
2018-11-04,228267,6376.12939453
2018-11-05,275880,6419.65869141
2018-11-06,281322,6461.01269531
2018-11-07,292121,6530.13916016
2018-11-08,287533,6453.71826172
2018-11-09,283404,6385.6171875
2018-11-10,260048,6409.22021484
2018-11-11,257288,6411.26806641
2018-11-12,278944,6371.26660156
2018-11-13,282647,6359.49316406
2018-11-14,282728,5738.34912109
2018-11-15,307898,5648.03466797
2018-11-16,270386,5575.54785156
2018-11-17,269407,5554.33007813
2018-11-18,253329,5623.54150391
2018-11-19,254486,4871.49462891
2018-11-20,284572,4451.87402344
2018-11-21,279492,4602.16748047
2018-11-22,267665,4365.93896484
2018-11-23,257295,4347.11328125
2018-11-24,270265,3880.76025391
2018-11-25,232249,4009.96801758
2018-11-26,235198,3779.1315918
2018-11-27,275660,3820.72338867
2018-11-28,263181,4257.42285156
2018-11-29,229957,4278.84645524
