Time,Number of new addresses added per day on LTC,Price
2017-03-11,3085,3.79800439
2017-03-12,5016,3.84257078
2017-03-13,3128,4.17054129
2017-03-14,4294,4.05518866
2017-03-15,4351,4.16086531
2017-03-16,4239,4.23709679
2017-03-17,4887,4.0550971
2017-03-18,4340,3.967623
2017-03-19,6068,3.95641303
2017-03-20,3395,4.03331184
2017-03-21,3427,4.00921869
2017-03-22,3484,3.93649292
2017-03-23,3655,3.98003435
2017-03-24,4182,4.08396292
2017-03-25,4610,4.07061625
2017-03-26,5722,4.06074333
2017-03-27,3517,4.07528114
2017-03-28,3744,4.15568256
2017-03-29,3994,4.18590355
2017-03-30,10363,6.98063469
2017-03-31,9846,6.66706467
2017-04-01,6263,6.88352346
2017-04-02,8332,7.74450445
2017-04-03,10216,8.07057571
2017-04-04,8177,8.28936291
2017-04-05,8664,11.09402084
2017-04-06,13609,10.25171089
2017-04-07,9123,9.37155533
2017-04-08,5997,9.91621113
2017-04-09,7038,8.70984745
2017-04-10,6642,8.91704178
2017-04-11,5842,8.85383415
2017-04-12,9001,10.78556919
2017-04-13,6781,10.14949036
2017-04-14,5709,10.38996601
2017-04-15,5792,10.79460716
2017-04-16,5258,10.71490383
2017-04-17,5974,10.42162609
2017-04-18,7292,10.320117
2017-04-19,7962,9.65807724
2017-04-20,7144,10.33494186
2017-04-21,7052,11.22781181
2017-04-22,8395,13.06460762
2017-04-23,13643,13.93907547
2017-04-24,9170,14.96547031
2017-04-25,8348,15.21284771
2017-04-26,8951,14.84811115
2017-04-27,9207,14.62202168
2017-04-28,8081,14.34145164
2017-04-29,7642,15.74213505
2017-04-30,11007,15.70559883
2017-05-01,8180,15.91765881
2017-05-02,8061,15.89496899
2017-05-03,9733,21.04263878
2017-05-04,24250,23.39364052
2017-05-05,21227,26.26694489
2017-05-06,14047,28.15984917
2017-05-07,16993,30.29107475
2017-05-08,17159,28.9582119
2017-05-09,18088,33.58295059
2017-05-10,24117,31.9621048
2017-05-11,20151,30.71772194
2017-05-12,15260,27.45493889
2017-05-13,13216,28.91196632
2017-05-14,15254,28.89299583
2017-05-15,13897,25.36532593
2017-05-16,21013,23.32772446
2017-05-17,18023,25.40439415
2017-05-18,14803,28.35764885
2017-05-19,20332,27.69753456
2017-05-20,20487,27.50601196
2017-05-21,18718,26.29817772
2017-05-22,25592,25.38098145
2017-05-23,25738,32.11205673
2017-05-24,21667,34.4533577
2017-05-25,24653,29.90024185
2017-05-26,23693,23.7482605
2017-05-27,21970,23.73534393
2017-05-28,15108,24.22057533
2017-05-29,16084,25.21245193
2017-05-30,16083,24.14204216
2017-05-31,18987,25.29756927
2017-06-01,23884,28.80344772
2017-06-02,22699,28.9447422
2017-06-03,20638,27.66099167
2017-06-04,21209,27.93934631
2017-06-05,19285,30.84333038
2017-06-06,23547,30.55104256
2017-06-07,22637,28.39466286
2017-06-08,19890,30.21192169
2017-06-09,20756,29.68163109
2017-06-10,19646,30.44167519
2017-06-11,23003,33.21625137
2017-06-12,26178,29.5035305
2017-06-13,22814,30.64292526
2017-06-14,22992,30.22468376
2017-06-15,23917,30.22007751
2017-06-16,23853,35.70049286
2017-06-17,34064,47.64590073
2017-06-18,35251,46.04160309
2017-06-19,31249,50.32087326
2017-06-20,32909,47.21638489
2017-06-21,28735,47.78752136
2017-06-22,26072,47.71292877
2017-06-23,24320,47.33549881
2017-06-24,22279,44.49179077
2017-06-25,18807,43.924366
2017-06-26,22741,41.13184357
2017-06-27,25552,40.54148865
2017-06-28,22922,42.84949493
2017-06-29,20756,41.06526947
2017-06-30,18797,40.35433197
2017-07-01,16959,38.98817062
2017-07-02,16081,41.56764603
2017-07-03,26314,46.42517853
2017-07-04,28485,55.33437347
2017-07-05,32095,53.19451523
2017-07-06,25994,51.1303215
2017-07-07,25600,46.57552719
2017-07-08,24283,52.13852692
2017-07-09,20936,49.58053589
2017-07-10,22065,46.57640457
2017-07-11,28387,45.33076477
2017-07-12,24228,48.75123978
2017-07-13,26117,46.32778168
2017-07-14,25394,42.8026619
2017-07-15,27430,38.92386627
2017-07-16,25582,40.91286087
2017-07-17,26303,42.66966629
2017-07-18,27301,44.30243683
2017-07-19,28814,40.86441803
2017-07-20,21925,45.01573944
2017-07-21,30804,45.76303482
2017-07-22,21573,46.55832291
2017-07-23,26351,44.0558815
2017-07-24,23286,44.40550232
2017-07-25,25365,42.24129486
2017-07-26,24128,42.22967911
2017-07-27,22796,42.13980865
2017-07-28,25235,40.61458588
2017-07-29,22252,41.11550522
2017-07-30,19646,40.42198563
2017-07-31,24290,43.02272415
2017-08-01,24764,43.03626251
2017-08-02,26855,42.13222504
2017-08-03,24342,42.86149979
2017-08-04,28474,43.44973755
2017-08-05,26377,46.85902023
2017-08-06,26083,45.10300446
2017-08-07,27435,45.79546738
2017-08-08,27272,48.63189697
2017-08-09,30222,48.0118866
2017-08-10,26013,46.49975586
2017-08-11,34233,47.09937668
2017-08-12,28640,46.43390656
2017-08-13,27707,45.81278229
2017-08-14,25815,45.80452728
2017-08-15,35320,43.30649567
2017-08-16,31646,44.15123749
2017-08-17,28737,43.91458511
2017-08-18,33051,47.28138733
2017-08-19,30385,45.47995377
2017-08-20,24036,46.23097992
2017-08-21,25875,47.9360466
2017-08-22,29622,46.72713852
2017-08-23,27985,53.24814224
2017-08-24,47337,50.18563843
2017-08-25,32889,51.17683792
2017-08-26,28930,51.74957275
2017-08-27,33018,61.15875626
2017-08-28,43508,62.35548401
2017-08-29,42922,63.16698074
2017-08-30,38332,64.16929626
2017-08-31,35940,71.05514526
2017-09-01,54220,86.03970337
2017-09-02,60525,79.02426147
2017-09-03,33317,76.8429718
2017-09-04,39217,65.20581055
2017-09-05,45614,71.29477692
2017-09-06,40704,80.11431122
2017-09-07,38406,78.48433685
2017-09-08,36297,67.79475403
2017-09-09,36600,66.00912476
2017-09-10,29504,61.61347198
2017-09-11,29716,66.03990173
2017-09-12,32476,64.23365021
2017-09-13,34896,61.73005676
2017-09-14,39356,41.58491135
2017-09-15,58044,48.2126236
2017-09-16,44186,48.25833893
2017-09-17,30522,48.49020386
2017-09-18,37082,55.52535248
2017-09-19,36556,52.83527374
2017-09-20,33429,51.73378754
2017-09-21,32177,46.60575485
2017-09-22,33063,48.09026718
2017-09-23,27329,49.27156448
2017-09-24,23078,47.61825562
2017-09-25,25343,51.58014297
2017-09-26,29207,51.54675293
2017-09-27,27361,56.28308487
2017-09-28,32441,54.08522415
2017-09-29,28091,52.62303543
2017-09-30,25227,55.1423645
2017-10-01,23169,54.54334641
2017-10-02,26024,53.37601852
2017-10-03,26915,52.34958267
2017-10-04,25419,51.39951324
2017-10-05,25235,51.66946411
2017-10-06,27015,52.12013245
2017-10-07,25826,52.58395767
2017-10-08,23844,53.14263153
2017-10-09,27509,50.16396332
2017-10-10,31516,50.71709442
2017-10-11,28066,50.88754272
2017-10-12,31410,60.10764313
2017-10-13,43710,59.4289093
2017-10-14,32554,63.95017242
2017-10-15,34222,65.46742249
2017-10-16,32440,64.62187195
2017-10-17,37036,59.4789505
2017-10-18,35353,60.73080444
2017-10-19,34054,59.73968124
2017-10-20,31507,60.33055496
2017-10-21,34491,58.20179367
2017-10-22,28761,56.8079071
2017-10-23,33853,54.92017365
2017-10-24,43360,55.96318054
2017-10-25,32967,56.49428558
2017-10-26,33215,55.737957
2017-10-27,33898,55.33243942
2017-10-28,29698,54.69387054
2017-10-29,30108,57.10644531
2017-10-30,35884,56.39052963
2017-10-31,30912,55.75408554
2017-11-01,31331,53.18083954
2017-11-02,38482,54.73730087
2017-11-03,35987,56.18139267
2017-11-04,30651,55.03720856
2017-11-05,25764,54.74637985
2017-11-06,26787,55.17365646
2017-11-07,31889,61.29523849
2017-11-08,39056,62.5731163
2017-11-09,41593,64.26966095
2017-11-10,41530,59.26007462
2017-11-11,38099,62.30333328
2017-11-12,46535,59.00538254
2017-11-13,38084,61.39647675
2017-11-14,34904,62.67958069
2017-11-15,35533,63.82357788
2017-11-16,40894,71.06015015
2017-11-17,52332,67.56903076
2017-11-18,39505,69.6437149
2017-11-19,33614,71.58931732
2017-11-20,40937,72.25279999
2017-11-21,47253,70.02825928
2017-11-22,43131,71.89281464
2017-11-23,46455,73.22336578
2017-11-24,43390,77.96832275
2017-11-25,47629,88.81685638
2017-11-26,50346,85.92675781
2017-11-27,57337,91.60268402
2017-11-28,64382,96.03376007
2017-11-29,82722,85.57095337
2017-11-30,72771,88.33073425
2017-12-01,64099,99.00370789
2017-12-02,66473,100.28351593
2017-12-03,55268,101.26288605
2017-12-04,67951,104.23574066
2017-12-05,79590,102.39687347
2017-12-06,109101,100.35223389
2017-12-07,106077,98.29242706
2017-12-08,102072,124.84622192
2017-12-09,133772,155.24224854
2017-12-10,90937,148.66029358
2017-12-11,94006,214.20277405
2017-12-12,210151,316.15936279
2017-12-13,255412,302.60223389
2017-12-14,220615,279.32757568
2017-12-15,217769,299.77890015
2017-12-16,167822,298.972229
2017-12-17,175907,318.7192688
2017-12-18,163136,358.33560181
2017-12-19,227716,350.25265503
2017-12-20,235875,314.6211853
2017-12-21,262661,317.46160889
2017-12-22,267295,264.93188477
2017-12-23,190636,288.26568604
2017-12-24,166955,275.97991943
2017-12-25,120452,273.38989258
2017-12-26,126661,286.50396729
2017-12-27,164477,272.17391968
2017-12-28,182665,249.93048096
2017-12-29,216140,245.50190735
2017-12-30,273281,218.96333313
2017-12-31,177715,232.09605408
2018-01-01,126807,229.03265381
2018-01-02,170400,255.68389893
2018-01-03,245221,245.36801147
2018-01-04,339021,241.36987305
2018-01-05,325894,249.27061462
2018-01-06,297784,296.4541626
2018-01-07,246347,288.45059204
2018-01-08,228618,255.76348877
2018-01-09,233260,247.03656006
2018-01-10,230500,250.51753235
2018-01-11,190320,229.36582947
2018-01-12,171351,236.85592651
2018-01-13,157138,259.19293213
2018-01-14,135357,238.675354
2018-01-15,128831,232.77392578
2018-01-16,154810,188.33052063
2018-01-17,164155,186.51567078
2018-01-18,159090,192.8367157
2018-01-19,116289,192.96372986
2018-01-20,99160,211.01791382
2018-01-21,87510,190.42089844
2018-01-22,85499,180.00779724
2018-01-23,89868,177.80709839
2018-01-24,87315,179.98675537
2018-01-25,88868,180.27238464
2018-01-26,88525,176.73376465
2018-01-27,74763,180.8855896
2018-01-28,73407,193.86517334
2018-01-29,78619,181.66374207
2018-01-30,75460,165.27568054
2018-01-31,83010,163.35067749
2018-02-01,75275,142.29734802
2018-02-02,95352,131.37886047
2018-02-03,71409,160.25027466
2018-02-04,66578,148.0249939
2018-02-05,62522,125.33000183
2018-02-06,83782,142.99075317
2018-02-07,74879,138.20275879
2018-02-08,57753,149.4662323
2018-02-09,53998,163.94987488
2018-02-10,70330,155.59309387
2018-02-11,52746,148.9903717
2018-02-12,54195,161.5657959
2018-02-13,60077,159.55366516
2018-02-14,79225,213.35919189
2018-02-15,93736,225.42602539
2018-02-16,81520,230.12406921
2018-02-17,87043,229.46470642
2018-02-18,93030,215.73602295
2018-02-19,110279,223.05722046
2018-02-20,77148,232.85058594
2018-02-21,70817,213.35165405
2018-02-22,59613,195.30804443
2018-02-23,56608,209.30857849
2018-02-24,51408,209.42205811
2018-02-25,45695,220.47496033
2018-02-26,55685,220.96203613
2018-02-27,58543,216.59889221
2018-02-28,63544,202.89456177
2018-03-01,90618,209.75010681
2018-03-02,54531,212.55561829
2018-03-03,50077,210.64260864
2018-03-04,43904,213.79911804
2018-03-05,50560,211.17532349
2018-03-06,50735,196.60105896
2018-03-07,49475,185.83920288
2018-03-08,53521,176.51057434
2018-03-09,53873,187.16818237
2018-03-10,46318,177.73243713
2018-03-11,38168,188.94561768
2018-03-12,40752,178.23370361
2018-03-13,41660,175.7815094
2018-03-14,42570,161.1005249
2018-03-15,48373,164.47570801
2018-03-16,43180,165.44984436
2018-03-17,38566,152.96885681
2018-03-18,40046,154.07441711
2018-03-19,42899,161.14227295
2018-03-20,42038,168.81692505
2018-03-21,44237,169.051651
2018-03-22,39744,163.671875
2018-03-23,37468,167.83248901
2018-03-24,37217,159.63134766
2018-03-25,32120,160.08357239
2018-03-26,36265,149.22071838
2018-03-27,40423,135.77914429
2018-03-28,38267,131.74746704
2018-03-29,40764,114.6789856
2018-03-30,40103,118.59764862
2018-03-31,34528,116.60714722
2018-04-01,29466,115.22244263
2018-04-02,30594,119.30571747
2018-04-03,34937,134.4697113
2018-04-04,37705,118.41205597
2018-04-05,35012,119.13056946
2018-04-06,35735,113.15540314
2018-04-07,31071,116.25991821
2018-04-08,26709,117.67070007
2018-04-09,31357,114.99025726
2018-04-10,33250,114.2631073
2018-04-11,35733,118.29071045
2018-04-12,39588,129.33460999
2018-04-13,43800,125.35400391
2018-04-14,36571,126.29407501
2018-04-15,32210,132.04464722
2018-04-16,35939,128.33465576
2018-04-17,39333,132.92796326
2018-04-18,38183,139.99690247
2018-04-19,39905,146.29951477
2018-04-20,44146,155.53742981
2018-04-21,41138,148.93365479
2018-04-22,33552,146.77403259
2018-04-23,39227,152.25152588
2018-04-24,46305,165.78063965
2018-04-25,49041,144.76379395
2018-04-26,40144,153.67900085
2018-04-27,41242,145.90524292
2018-04-28,38876,152.29574585
2018-04-29,38765,153.63117981
2018-04-30,41201,148.47686768
2018-05-01,41753,148.48783875
2018-05-02,44636,151.57743835
2018-05-03,46225,161.45916748
2018-05-04,48401,168.78752136
2018-05-05,44778,177.76191711
2018-05-06,41852,171.8000946
2018-05-07,39228,164.87931824
2018-05-08,42113,159.61653137
2018-05-09,40458,157.05522156
2018-05-10,41954,149.86882019
2018-05-11,43286,137.11721802
2018-05-12,40059,141.88166809
2018-05-13,34288,144.58836365
2018-05-14,40306,147.71366882
2018-05-15,43323,139.8802948
2018-05-16,41370,139.26834106
2018-05-17,40198,132.77279663
2018-05-18,40367,136.0566864
2018-05-19,36974,135.32019043
2018-05-20,32570,139.69790649
2018-05-21,38095,134.50915527
2018-05-22,42848,128.67610168
2018-05-23,43001,119.31352234
2018-05-24,43117,122.61277008
2018-05-25,38643,119.44171143
2018-05-26,31678,118.27654266
2018-05-27,27099,117.99217987
2018-05-28,31104,111.59846497
2018-05-29,34138,119.56789398
2018-05-30,34358,117.53327179
2018-05-31,35018,118.07437134
2018-06-01,34975,119.91481018
2018-06-02,30467,123.30738068
2018-06-03,29105,125.21059418
2018-06-04,30943,119.9028244
2018-06-05,32617,121.7009201
2018-06-06,33206,121.18291473
2018-06-07,32225,121.42565918
2018-06-08,30994,120.08380127
2018-06-09,28573,117.74104309
2018-06-10,26696,107.0436554
2018-06-11,36101,107.51566315
2018-06-12,33578,100.75189209
2018-06-13,35132,94.07556152
2018-06-14,35907,101.15432739
2018-06-15,32496,96.67602539
2018-06-16,27498,97.5769577
2018-06-17,24371,96.10256195
2018-06-18,26176,98.81898499
2018-06-19,31993,98.83772278
2018-06-20,29332,97.99350739
2018-06-21,30498,96.92549896
2018-06-22,34151,85.07587433
2018-06-23,32497,82.60365295
2018-06-24,27804,80.77709198
2018-06-25,29921,81.83342743
2018-06-26,29555,76.86671448
2018-06-27,30731,80.65969086
2018-06-28,31109,74.92980194
2018-06-29,32574,78.76889801
2018-06-30,33403,81.37400055
2018-07-01,27043,80.24289703
2018-07-02,28513,85.25710297
2018-07-03,32715,85.1013031
2018-07-04,31087,85.4940033
2018-07-05,29867,83.76000214
2018-07-06,29368,83.37809753
2018-07-07,29875,86.20189667
2018-07-08,29454,82.39600372
2018-07-09,30567,80.85759735
2018-07-10,32322,76.08350372
2018-07-11,30012,78.69989777
2018-07-12,30426,76.80860138
2018-07-13,27847,76.94249725
2018-07-14,27875,76.72239685
2018-07-15,24554,78.93900299
2018-07-16,29191,84.59590149
2018-07-17,31442,89.80609894
2018-07-18,36201,86.96209717
2018-07-19,32136,86.66770172
2018-07-20,38935,82.75460052
2018-07-21,37296,84.46389771
2018-07-22,23972,83.15619659
2018-07-23,29781,82.43319702
2018-07-24,32795,89.28520203
2018-07-25,33016,86.28170013
2018-07-26,30906,84.02749634
2018-07-27,29404,84.46360016
2018-07-28,27050,83.62400055
2018-07-29,24065,84.08409882
2018-07-30,27794,82.84992218
2018-07-31,31849,79.70233917
2018-08-01,31398,77.85562134
2018-08-02,30414,76.13884735
2018-08-03,31172,77.53546906
2018-08-04,30075,73.19874573
2018-08-05,25910,74.58943176
2018-08-06,28629,73.88834381
2018-08-07,32250,68.17033386
2018-08-08,36123,62.49041748
2018-08-09,35988,63.98079681
2018-08-10,34210,59.39398193
2018-08-11,33960,58.35907364
2018-08-12,28083,59.32814026
2018-08-13,31717,56.84819412
2018-08-14,38051,54.55944061
2018-08-15,36061,54.50038528
2018-08-16,33682,55.36187363
2018-08-17,34760,61.51442719
2018-08-18,33635,57.27571106
2018-08-19,26477,57.93895721
2018-08-20,29843,53.99618149
2018-08-21,29567,56.35017776
2018-08-22,29779,55.3186264
2018-08-23,29046,57.54343414
2018-08-24,30562,57.9297905
2018-08-25,29155,57.90793991
2018-08-26,26104,57.33408737
2018-08-27,28068,60.24992752
2018-08-28,31996,63.02436447
2018-08-29,32249,61.76724243
2018-08-30,30350,60.31515121
2018-08-31,31915,61.92552185
2018-09-01,34297,65.9509964
2018-09-02,31132,65.64940643
2018-09-03,31560,65.37324524
2018-09-04,34170,67.70993042
2018-09-05,34777,58.43767166
2018-09-06,34473,57.48624039
2018-09-07,32695,56.19777679
2018-09-08,31870,53.24457932
2018-09-09,30827,54.92422104
2018-09-10,31013,54.59576797
2018-09-11,33133,52.36729431
2018-09-12,34606,51.65664291
2018-09-13,34136,54.53636551
2018-09-14,31237,56.57648468
2018-09-15,31227,56.71314621
2018-09-16,27560,56.97270584
2018-09-17,28887,52.54053879
2018-09-18,31837,54.09716034
2018-09-19,30151,54.33453369
2018-09-20,32051,56.63444901
2018-09-21,39674,60.72281265
2018-09-22,37177,60.43655396
2018-09-23,31024,61.36636734
2018-09-24,31133,57.9691391
2018-09-25,32096,57.53763962
2018-09-26,32461,57.39550781
2018-09-27,34271,62.97942352
2018-09-28,36882,61.89505005
2018-09-29,36100,61.60691452
2018-09-30,30873,61.141922
2018-10-01,34148,60.20808411
2018-10-02,36069,59.70538712
2018-10-03,33381,57.47750092
2018-10-04,31166,58.27949142
2018-10-05,31229,58.76616669
2018-10-06,32162,57.84413528
2018-10-07,27698,58.16029739
2018-10-08,28145,59.41261292
2018-10-09,29044,58.71328735
2018-10-10,28390,57.98184967
2018-10-11,32705,51.23303223
2018-10-12,31525,53.55169296
2018-10-13,29796,53.45175171
2018-10-14,25292,52.18744278
2018-10-15,30059,54.87961578
2018-10-16,31085,54.06818771
2018-10-17,32280,53.67214584
2018-10-18,33116,52.52694702
2018-10-19,31845,53.02005768
2018-10-20,32149,53.3628006
2018-10-21,26075,52.91576767
2018-10-22,27993,52.20391464
2018-10-23,31159,52.54134369
2018-10-24,29142,52.51504898
2018-10-25,28055,52.23455811
2018-10-26,29928,52.09885025
2018-10-27,29698,51.93198013
2018-10-28,25551,51.93747711
2018-10-29,27506,49.0713501
2018-10-30,29879,49.23905182
2018-10-31,28970,49.44153595
2018-11-01,29987,50.27194977
2018-11-02,35507,51.33067322
2018-11-03,28820,50.97339249
2018-11-04,27070,53.61246872
2018-11-05,30415,53.54633331
2018-11-06,29462,55.94512939
2018-11-07,31488,54.18889999
2018-11-08,29724,52.37338257
2018-11-09,28785,51.89597321
2018-11-10,30866,52.40182114
2018-11-11,39063,51.36494446
2018-11-12,28745,50.6481781
2018-11-13,28519,49.69655228
2018-11-14,29173,43.61079025
2018-11-15,35535,43.94825745
2018-11-16,30655,42.45885849
2018-11-17,29863,41.92887115
2018-11-18,29834,42.32789612
2018-11-19,30418,36.64110947
2018-11-20,36533,33.04422379
2018-11-21,34313,34.67059708
2018-11-22,30979,32.19512177
2018-11-23,29580,32.15971375
2018-11-24,28809,29.21774292
2018-11-25,29909,30.8921833
2018-11-26,30676,29.4109745
2018-11-27,29465,31.06882858
2018-11-28,29861,34.62661743
2018-11-29,31912,33.79744705
2018-11-30,33460,32.06476282
2018-12-01,34525,34.34073612
2018-12-02,27402,33.7131504
2018-12-03,26878,31.07280128
2018-12-04,28492,31.18612412
2018-12-05,27844,29.29523912
2018-12-06,28621,26.94365995
2018-12-07,30586,25.27258518
2018-12-08,31056,24.86401802
2018-12-09,27808,25.94702298
2018-12-10,27292,24.61779979
2018-12-11,27405,23.80238432
2018-12-12,27402,24.49382989
2018-12-13,27126,23.66886222
2018-12-14,28665,23.46432964
2018-12-15,28525,23.78242352
2018-12-16,27922,25.59721028
2018-12-17,29141,29.2688896
2018-12-18,30308,30.14215599
2018-12-19,33677,29.6827863
2018-12-20,33139,32.81687311
2018-12-21,32002,30.79661755
2018-12-22,30168,31.85591167
2018-12-23,29358,33.45967455
2018-12-24,31029,33.196667
2018-12-25,25715,31.13432751
2018-12-26,24594,30.98590048
2018-12-27,28518,28.2945078
2018-12-28,29792,32.51083015
2018-12-29,32692,31.56500175
2018-12-30,30453,31.9765158
2018-12-31,29912,30.46822323
2019-01-01,21866,31.97993044
2019-01-02,26216,33.4336823
2019-01-03,29475,32.0266995
2019-01-04,28279,32.40416822
2019-01-05,28915,34.93686611
2019-01-06,30230,39.29885442
2019-01-07,30043,37.80627571
2019-01-08,28727,39.47971733
2019-01-09,28685,38.98553429
2019-01-10,29639,33.86600787
2019-01-11,29281,32.32762895
2019-01-12,28671,32.38442797
2019-01-13,29404,30.33289651
2019-01-14,26371,32.35824159
2019-01-15,28247,31.50706934
2019-01-16,27615,31.82341654
2019-01-17,28057,31.88865013
2019-01-18,29545,31.31148668
2019-01-19,29926,32.55072509
2019-01-20,26488,31.17640749
2019-01-21,26545,31.21286983
2019-01-22,26921,31.68442618
2019-01-23,23681,32.00195751
2019-01-24,24409,32.77610895
2019-01-25,27784,32.98181224
2019-01-26,29051,33.15052554
2019-01-27,26779,32.59283623
2019-01-28,26624,31.1992584
2019-01-29,27596,31.09711125
2019-01-30,27027,31.93095399
2019-01-31,26848,31.65217497
2019-02-01,28765,32.82707902
2019-02-02,30514,34.39483005
2019-02-03,28123,33.43925425
2019-02-04,28846,34.10862815
2019-02-05,27045,34.25664628
2019-02-06,25623,32.9329881
2019-02-07,27890,33.22241784
2019-02-08,30322,43.46472029
2019-02-09,40014,44.79028229
2019-02-10,31112,46.82740601
2019-02-11,33054,43.1825393
2019-02-12,30987,43.92864066
2019-02-13,31701,41.99764382
2019-02-14,31774,41.64054918
2019-02-15,29252,42.69966983
2019-02-16,29005,43.59476228
2019-02-17,29943,43.92836922
2019-02-18,30813,48.04317613
2019-02-19,33149,47.86467816
2019-02-20,32596,51.78596438
2019-02-21,33274,49.15159773
2019-02-22,31399,49.80573424
2019-02-23,31941,51.68092808
2019-02-24,33065,44.67859312
2019-02-25,29806,46.2130672
2019-02-26,31133,45.49112994
2019-02-27,29024,45.58142569
2019-02-28,30320,46.23725714
2019-03-01,30523,47.48723852
2019-03-02,32665,49.01536594
2019-03-03,28092,48.38032036
2019-03-04,28650,46.43203351
2019-03-05,30622,53.13245837
2019-03-06,32704,55.78427736
2019-03-07,33544,57.18903354
2019-03-08,33043,56.09954787
2019-03-09,32301,58.08689193
2019-03-10,27959,57.18186389
2019-03-11,26956,55.42021464
2019-03-12,29287,56.9970551
2019-03-13,28703,55.93318433
2019-03-14,29315,56.58418367
2019-03-15,32717,58.98925928
2019-03-16,32377,61.84475248
2019-03-17,26035,61.24378026
2019-03-18,27098,60.26480648
2019-03-19,28549,60.61556823
2019-03-20,29003,60.84654711
2019-03-21,29995,59.37832486
2019-03-22,30861,59.8240014
2019-03-23,30593,61.34861519
2019-03-24,25485,60.22387667
2019-03-25,25446,59.49673729
2019-03-26,26820,59.34352874
2019-03-27,27941,62.25142889
2019-03-28,28427,61.17048611
2019-03-29,31141,61.3016126
2019-03-30,38016,60.62196223
2019-03-31,32434,60.75539786
2019-04-01,32993,60.67799398
2019-04-02,40502,76.19325969
2019-04-03,45218,84.92193788
2019-04-04,44949,84.98090528
2019-04-05,34003,88.6778606
2019-04-06,32901,92.57341716
2019-04-07,32815,92.31236915
2019-04-08,124094,89.49304255
2019-04-09,28805,86.78696151
2019-04-10,31096,88.37774077
2019-04-11,85896,79.67799061
2019-04-12,30101,78.96396119
2019-04-13,28348,78.2213036
2019-04-14,25916,82.93752124
2019-04-15,29109,79.05469905
2019-04-16,30147,81.34927812
2019-04-17,29331,79.32746821
2019-04-18,30961,82.07487824
2019-04-19,30978,82.56922278
2019-04-20,29681,81.51249862
2019-04-21,25866,77.33155912
2019-04-22,24827,76.94807773
2019-04-23,29682,74.8450218
2019-04-24,31312,73.30894315
2019-04-25,29943,71.24811783
2019-04-26,31196,73.11534657
2019-04-27,29792,72.12090375
2019-04-28,25323,69.72679997
2019-04-29,27772,67.96038021
2019-04-30,27256,74.28087406
2019-05-01,28253,73.65776862
2019-05-02,24358,73.77717585
2019-05-03,26931,79.32653441
2019-05-04,26721,78.06383864
2019-05-05,25868,75.98436729
2019-05-06,26454,74.98275661
2019-05-07,29536,74.69300115
2019-05-08,27823,74.62028794
2019-05-09,28149,74.17714037
2019-05-10,30316,77.1666508
2019-05-11,34213,89.22225597
2019-05-12,33077,84.56551105
2019-05-13,28002,88.05823611
2019-05-14,36610,91.62040611
2019-05-15,38490,101.74456602
2019-05-16,50423,95.58558498
2019-05-17,41602,88.99523448
2019-05-18,34111,86.70018943
2019-05-19,31986,95.32120147
2019-05-20,34078,91.4936784
2019-05-21,33509,91.50774852
2019-05-22,33738,88.21057228
2019-05-23,32495,89.17677609
2019-05-24,36436,99.90303405
2019-05-25,36932,102.67231808
2019-05-26,30355,111.41860284
2019-05-27,39465,118.03260328
2019-05-28,38939,114.93115993
2019-05-29,37762,115.08123259
2019-05-30,38735,108.79558041
2019-05-31,39040,114.53695927
2019-06-01,34028,112.61926672
2019-06-02,30412,114.70283772
2019-06-03,31070,107.46857554
2019-06-04,33934,102.08782351
2019-06-05,33745,103.84929019
2019-06-06,36302,111.10722639
2019-06-07,35494,117.37440983
2019-06-08,39907,118.55203559
2019-06-09,34157,115.13230279
2019-06-10,38894,129.07143516
2019-06-11,45640,136.02974045
2019-06-12,49279,135.65375167
2019-06-13,45685,131.35176624
2019-06-14,47438,133.05327285
2019-06-15,45369,138.1270843
2019-06-16,43500,137.12225187
2019-06-17,41508,134.4380985
2019-06-18,47700,135.1587314
2019-06-19,43455,136.60319571
2019-06-20,43590,135.47983606
2019-06-21,49478,138.88376567
2019-06-22,64250,141.90304461
2019-06-23,45084,136.88216775
2019-06-24,53031,135.53275927
2019-06-25,44866,136.48939007
2019-06-26,47759,131.26509817
2019-06-27,56729,114.40476832
2019-06-28,41151,120.15009354
2019-06-29,42353,133.66278729
2019-06-30,35295,122.24911794
2019-07-01,35624,122.58371529
2019-07-02,33732,119.24369945
2019-07-03,35580,122.56411351
2019-07-04,35263,119.97692342
2019-07-05,33877,118.35250797
2019-07-06,36663,117.82361999
2019-07-07,37473,120.32087848
2019-07-08,50314,123.28548477
2019-07-09,40161,119.43281247
2019-07-10,48150,108.50025767
2019-07-11,44466,102.64430143
2019-07-12,42051,105.30005716
2019-07-13,39933,101.02479606
2019-07-14,37479,89.7704786
2019-07-15,40011,90.9229715
2019-07-16,37930,79.4999322
2019-07-17,40080,89.81071962
2019-07-18,38441,101.0854224
2019-07-19,39305,98.40265458
2019-07-20,34673,100.60994111
2019-07-21,32188,99.62758906
2019-07-22,32726,95.41738793
2019-07-23,35356,90.62262985
2019-07-24,33914,94.30966901
2019-07-25,33563,93.44631755
2019-07-26,32394,94.30501523
2019-07-27,32778,88.88902064
2019-07-28,29774,89.7693334
2019-07-29,33218,90.42642453
2019-07-30,35548,90.56694812
2019-07-31,35231,98.50957817
2019-08-01,35151,99.1797222
